prescriptions======================================================>>>

 ('2024-03-01 12:57:10.9050000', 1, 400, 1),
  ('2024-03-01 12:57:10.9050000', 2, 500, 1),
  ('2024-03-01 12:57:10.9050000', 3, 600, 1),
  ('2024-03-01 12:57:10.9050000', 4, 700, 1),
  ('2024-03-01 12:57:10.9050000', 5, 800, 1),
  ('2024-03-01 12:57:10.9050000', 6, 900, 1),
  ('2024-03-01 12:57:10.9050000', 7, 1000, 1),
  ('2024-03-01 12:57:10.9050000', 8, 1100, 1),
  ('2024-03-01 12:57:10.9050000', 9, 1200, 1),
  ('2024-03-02 12:57:10.9050000', 10, 400, 1),
  ('2024-03-02 12:57:10.9050000', 11, 500, 1),
  ('2024-03-02 12:57:10.9050000', 12, 600, 1),
  ('2024-03-02 12:57:10.9050000', 13, 700, 1),
  ('2024-03-02 12:57:10.9050000', 14, 800, 1),
  ('2024-03-02 12:57:10.9050000', 15, 900, 1),
  ('2024-03-02 12:57:10.9050000', 16, 1000, 1),
  ('2024-03-02 12:57:10.9050000', 17, 1100, 1),
  ('2024-03-02 12:57:10.9050000', 18, 1200, 1),
  ('2024-03-03 12:57:10.9050000', 19, 400, 1),
  ('2024-03-03 12:57:10.9050000', 20, 500, 1),
  ('2024-03-03 12:57:10.9050000', 21, 600, 1),
  ('2024-03-03 12:57:10.9050000', 22, 700, 1),
  ('2024-03-03 12:57:10.9050000', 23, 800, 1),
  ('2024-03-03 12:57:10.9050000', 24, 900, 1),
  ('2024-03-03 12:57:10.9050000', 25, 1000, 1),
  ('2024-03-03 12:57:10.9050000', 26, 1100, 1),
  ('2024-03-03 12:57:10.9050000', 27, 1200, 1)



lab reports===========================================================>>>

  (1, '2024-03-05 12:57:10.9050000', 1, 'pending', 1),
  (2, '2024-03-05 12:57:10.9050000', 4, 'pending', 1),
  (3, '2024-03-05 12:57:10.9050000', 9, 'pending', 1),
  (4, '2024-03-05 12:57:10.9050000', 2, 'pending', 1),
  (5, '2024-03-05 12:57:10.9050000', 10, 'pending', 1),
  (6, '2024-03-05 12:57:10.9050000', 3, 'pending', 1),
  (7, '2024-03-05 12:57:10.9050000', 7, 'pending', 1),
  (8, '2024-03-05 12:57:10.9050000', 2, 'pending', 1),
  (8, '2024-03-05 12:57:10.9050000', 1, 'pending', 1),
  (10, '2024-03-05 12:57:10.9050000', 6, 'pending', 1),
  (11, '2024-03-05 12:57:10.9050000', 8, 'pending', 1),
  (12, '2024-03-05 12:57:10.9050000', 4, 'pending', 1),
  (12, '2024-03-05 12:57:10.9050000', 9, 'pending', 1),
  (14, '2024-03-05 12:57:10.9050000', 2, 'pending', 1),
  (15, '2024-03-05 12:57:10.9050000', 10, 'pending', 1),
  (16, '2024-03-05 12:57:10.9050000', 2, 'pending', 1),
  (16, '2024-03-05 12:57:10.9050000', 7, 'pending', 1),
  (18, '2024-03-05 12:57:10.9050000', 5, 'pending', 1),
  (19, '2024-03-05 12:57:10.9050000', 1, 'pending', 1),
  (20, '2024-03-05 12:57:10.9050000', 6, 'pending', 1),
  (20, '2024-03-05 12:57:10.9050000', 8, 'pending', 1),
  (22, '2024-03-05 12:57:10.9050000', 7, 'pending', 1),
  (23, '2024-03-05 12:57:10.9050000', 9, 'pending', 1),
  (24, '2024-03-05 12:57:10.9050000', 2, 'pending', 1),
  (25, '2024-03-05 12:57:10.9050000', 10, 'pending', 1),

  patients===============================================>>>

   ('John Doe', '123456789V', 'John William Doe', '1990-05-15', '0712345678', '123 Main St, Colombo', 'johndoe@example.com', 'Male'),
  ('Samuel Wright', '123456789V', 'Samuel Alexander Wright', '1993-11-30', '0765432109', '456 Spruce St, Gampaha', 'samuelwright@example.com', 'Male'),
  ('Luna Rodriguez', '789123456V', 'Luna Penelope Rodriguez', '1991-04-15', '0723456789', '159 Oak St, Trincomalee', 'lunarodriguez@example.com', 'Female'),
  ('Matthew Hill', '321987654V', 'Matthew Owen Hill', '1987-09-30', '0789012345', '753 Elm St, Kandy', 'matthewhill@example.com', 'Male'),
  ('Grace Perez', '567891234V', 'Grace Harper Perez', '1994-05-25', '0756789012', '852 Maple St, Ratnapura', 'graceperez@example.com', 'Female'),
  ('Luke Garcia', '234567891V', 'Luke Gabriel Garcia', '1992-12-10', '0734567890', '951 Pine St, Matara', 'lukegarcia@example.com', 'Male'),
  ('Penelope White', '678912345V', 'Penelope Claire White', '1986-07-15', '0790123456', '357 Cedar St, Badulla', 'penelopewhite@example.com', 'Female'),
  ('Jack Hernandez', '345678912V', 'Jack Daniel Hernandez', '1990-02-20', '0745678901', '753 Spruce St, Jaffna', 'jackhernandez@example.com', 'Male'),
  ('Amelia Adams', '891234567V', 'Amelia Rose Adams', '1985-08-05', '0778901234', '159 Oak St, Colombo', 'ameliaadams@example.com', 'Female'),
  ('Christopher Martin', '456789123V', 'Christopher Paul Martin', '1996-01-30', '0712345678', '852 Elm St, Galle', 'christophermartin@example.com', 'Male'),
  ('Ella Thompson', '654321987V', 'Ella Grace Thompson', '1993-06-15', '0765432109', '951 Maple St, Anuradhapura', 'ellathompson@example.com', 'Female'),
  ('Ryan Lee', '123456789V', 'Ryan James Lee', '1991-11-30', '0723456789', '357 Cedar St, Colombo', 'ryanlee@example.com', 'Male'),
  ('Ruby Wilson', '789123456V', 'Ruby Elizabeth Wilson', '1988-04-15', '0789012345', '753 Pine St, Kandy', 'rubywilson@example.com', 'Female'),
  ('Henry Brown', '321987654V', 'Henry Thomas Brown', '1994-09-30', '0756789012', '852 Elm St, Galle', 'henrybrown@example.com', 'Male'),
  ('Lucas Lopez', '567891234V', 'Lucas Alexander Lopez', '1992-02-05', '0734567890', '951 Spruce St, Jaffna', 'lucaslopez@example.com', 'Female'),
  ('Lily Martin', '234567891V', 'Lily Katherine Martin', '1987-07-20', '0790123456', '357 Maple St, Colombo', 'lilymartin@example.com', 'Male'),
  ('Ethan King', '678912345V', 'Ethan Benjamin King', '1995-12-15', '0745678901', '852 Oak St, Kandy', 'ethanking@example.com', 'Female'),
  ('Julian Perez', '345678912V', 'Julian Gabriel Perez', '1986-05-30', '0778901234', '951 Elm St, Galle', 'julianperez@example.com', 'Male'),
  ('Hannah Adams', '891234567V', 'Hannah Sophia Adams', '1990-10-15', '0712345678', '753 Pine St, Kandy', 'hannahadams@example.com', 'Female'),
  ('Adam Garcia', '456789123V', 'Adam Christopher Garcia', '1985-03-20', '0765432109', '852 Cedar St, Galle', 'adamgarcia@example.com', 'Male'),
  ('Victoria Clark', '654321987V', 'Victoria Emma Clark', '1996-08-05', '0723456789', '357 Maple St, Colombo', 'victoriaclark@example.com', 'Female'),
  ('Nathan Wright', '123456789V', 'Nathan Alexander Wright', '1993-01-30', '0789012345', '951 Oak St, Kandy', 'nathanwright@example.com', 'Male'),
  ('Isabella Rodriguez', '789123456V', 'Isabella Penelope Rodriguez', '1991-06-15', '0756789012', '753 Elm St, Galle', 'isabellarodriguez@example.com', 'Female'),
  ('Dylan Hill', '321987654V', 'Dylan Owen Hill', '1987-11-30', '0734567890', '159 Pine St, Kandy', 'dylanhill@example.com', 'Male'),
  ('Madison Perez', '567891234V', 'Madison Harper Perez', '1994-04-15', '0790123456', '357 Cedar St, Colombo', 'madisonperez@example.com', 'Female'),
  ('Anthony Garcia', '234567891V', 'Anthony Edward Garcia', '1992-09-30', '0745678901', '852 Elm St, Galle', 'anthonygarcia@example.com', 'Male'),
  ('Evelyn Adams', '678912345V', 'Evelyn Rose Adams', '1986-02-15', '0778901234', '951 Pine St, Kandy', 'evelynadams@example.com', 'Female'),


SELECT pcr.Id,pcr.DateTime,lb.TestId
FROM labReports lb JOIN prescriptions pcr ON lb.PrescriptionID=pcr.Id ;
